,Rent,House ID,Square meters house,Number of Bedrooms,Location,Description,rent_per_sqrmeter
3447,900,219231067,65,1,Kolonaki (Kolonaki - Lykavittos)," 28/1/2020 - Athens, Kolonaki, Apartment For Rent, 65 sq.m.,  Painted, Renovated, Rebuilt Year: 2015, Floor: 3 ...                        ",13.84615385
3448,750,2110574154,87,2,Ampelokipoi - Pentagon (Athens)," 22/12/2020 - Athens, Ampelokipoi, Apartment For Rent, 87 sq.m., Floor: 5th, 2 Bedrooms 1 Bathroom(s), Heating: ...                        ",8.620689655
3449,3500,2110562789,75,1,Mets (Athens)," 22/12/2020 - METS: LUXURIOUS APARTMENT OF 75 sq.m., 2ND FLOOR, WITH UNOBSTRUCTED VIEW OF THE ACROPOLIS AND LYC ...                        ",46.66666667
3450,990,2110515177,170,3,Exarcheia (Athens)," 4/12/2020 - House, Maisonette, 170.0sqm, 3rd, 4th, 5th, Bedroom 3, Bathrooms 3, Kitchens 1, Living Rooms 2, B ...                        ",5.823529412
3451,600,2110463593,100,2,Pagkrati (Athens)," 19/11/2020 - Athens, Pagrati, Apartment For Rent, 100 sq.m., Property Status: Amazing,  Painted, Renovated, Re ...                        ",6
3452,390,2110418323,56,1,akadimia Platonos (Kolonos - Kolokynthous)," 4/12/2020 - Athens, Akadimia Platonos, Apartment For Rent, 56 sq.m., Property Status: Very Good, Floor: 1rst, ...                        ",6.964285714
3453,320,2110350977,60,1,Ampelokipoi (Athens)," 15/12/2020 - AMPELOKIPI, N/A 60 sq.m., furnished, 1 level, 1st floor, for commercial use, year of construction ...                        ",5.333333333
3454,800,2110316553,35,1,Kolonaki (Kolonaki - Lykavittos)," 7/12/2020 - Athens, Kolonaki, Studio For Rent, 35 sq.m., Property Status: Refurbished, Floor: 1rst, 1 Bedroom ...                        ",22.85714286
3455,350,2110291907,48,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 14/12/2020 - Athens, Plateia Viktorias, Apartment For Rent, 48 sq.m., Property Status: Refurbished, Floor: 2nd ...                        ",7.291666667
3456,2750,2110131722,130,3,Kolonaki (Kolonaki - Lykavittos)," 5/10/2020 - Athens, Kolonaki, Apartment For Rent, 130 sq.m., Property Status: Refurbished, Floor: 1rst, 3 Bed ...                        ",21.15384615
3457,2500,218526337,156,3,Kolonaki (Kolonaki - Lykavittos)," 17/11/2020 - Athens, Kolonaki, Apartment For Rent, 156 sq.m., Property Status: Refurbished, Floor: 1rst, 3 Bed ...                        ",16.02564103
3458,900,218410752,140,3,Nea Filothei (Athens)," Ampelokipoi-Polygono, apartment 140 sq.m, through, corner, with unlimited view, 3 bedrooms, air c ...                        ",6.428571429
3459,2500,217926419,120,3,Kolonaki (Kolonaki - Lykavittos), 24/12/2020 -  ,20.83333333
3460,500,2110517931,105,3,Kato Patisia (Athens)," 22/12/2020 - Bedrooms (3),Floor (2nd),Construction Status (Renovated),Year Built (1980),Renovation Year (2018) ...                        ",4.761904762
3461,700,2110510879,73,2,Neos Kosmos (Athens)," 23/12/2020 - Athens, Neos Kosmos, Floor Apartment For Rent, 73 sq.m., Property Status: Amazing, Floor: 3rd, 2  ...                        ",9.589041096
3462,1250,2110490413,120,3,Pagkrati (Athens)," 28/11/2020 - Athens, Pagrati, Apartment For Rent, 120 sq.m., Property Status: Minimal Design, Floor: 4th, 3 Be ...                        ",10.41666667
3463,430,2110274369,45,1,Varnava (Athens), 11/12/2020 -  ,9.555555556
3464,3600,2110013868,296,4,Mets (Athens)," 29/8/2020 - This detached residence is located just behind Kallimarmaro Stadium, where the first modern Olymp ...                        ",12.16216216
3465,800,219856131,105,3,Ano Kipseli - Evelpidon (Athens), 6/8/2020 -  ,7.619047619
3466,550,219619216,40,1,Agios Artemios (Athens)," 11/12/2020 - ATHENS PAGRATI, Agios Artemios, Penthouse Apartment of 40 sq.m., 3rd floor, fully renovated in 20 ...                        ",13.75
3467,4000,218028363,465,3,Plaka (Athens),  ,8.602150538
3468,5000,215245387,230,4,Kolonaki (Kolonaki - Lykavittos)," 15/9/2020 - For Rent Maisonette, Athens ,Kolonaki 230sq.m ,7th ,   3 level/s ,4 Bedroom/s ,3 bath/s , 1 WC ,  ...                        ",21.73913043
3469,900,211652388,75,1,Kolonaki (Kolonaki - Lykavittos), 2/11/2020 - Located on the 3rd floor of the building it is 75m2 and offers a good size living room with an op ...                        ,12
3470,500,2110570281,85,2,Goudi (Athens)," 21/12/2020 - Athens, Goudi, Apartment For Rent, 85 sq.m., Property Status: Amazing,  Painted, Renovated, Rebui ...                        ",5.882352941
3471,550,2110426885,42,1,Thiseio (Athens)," 18/12/2020 - ATHENS, Apartment, 42 sq.m, year built 1975, renovated in 2019, 1 rooms, 2nd,  Various Characteri ...                        ",13.0952381
3472,1200,2110309100,122,3,Exarcheia (Athens), 22/10/2020 -  ,9.836065574
3473,2500,2110110072,147,3,Kipriadou - Ano Patisia (Athens)," 17/12/2020 - For Rent Apartment, Athens, Ano Patisia-Kipriadou, 147 sq.m., 10th Floor, 3 Bedrooms, 2 Bathrooms ...                        ",17.00680272
3474,350,2110103396,50,1,Lofos Skouze (Athens)," 23/9/2020 - Athens, Lofos Skouze, Apartment For Rent, 420 sq.m., Property Status: Very Good, Floor: 2nd, 1 Le ...                        ",7
3475,850,2110103156,70,1,Makrigianni (Koukaki - Makrygianni), 23/12/2020 -  ,12.14285714
3476,750,219820144,190,3,Center (Athens)," 15/6/2020 - Athens, Neos Kosmo-Center, Apartment For Rent, 190 sq.m.,  Painted, Renovated, Rebuilt Year: 2019 ...                        ",3.947368421
3477,350,219737008,51,1,Omonoia (Athens), 1/9/2020 -  ,6.862745098
3478,750,219622290,40,1,Monastiraki (Athens)," 13/4/2020 - For Rent Apartment, Athens, Monastiraki, 40 sq.m., 5th Floor, 1 Bedrooms, 1 Bathrooms, 1 Κitchen/ ...                        ",18.75
3479,500,2110397589,86,2,Neapoli Exarcheion (Athens)," 2/11/2020 - Athens, Exarcheia-Νeapolis, Floor Apartment For Rent, 86 sq.m., Floor: 3rd, 2 Bedrooms 1 Bathroom ...                        ",5.813953488
3480,820,2110393117,97,2,Ampelokipoi (Athens)," 3/11/2020 - Bedrooms (2),Floor (5th),Construction Status (Excellent),Year Built (1965),Renovation Year (2018) ...                        ",8.453608247
3481,310,2110085284,65,0,Politechneio (Athens)," 22/12/2020 - For Rent Apartment, Athens, Mouseio-Polytechneio, 65 sq.m., 3rd Floor, 2 Rooms, 1 Bathrooms, 1 Κi ...                        ",4.769230769
3482,750,219157655,90,3,Ampelokipoi - Pentagon (Athens)," 14/11/2020 - Athens, Ampelokipoi, Apartment For Rent, 90 sq.m.,  Painted, Rebuilt Year: 2016, Floor: 4th, 3 Be ...                        ",8.333333333
3483,700,2110467706,120,1,Panormou (Athens)," 20/11/2020 - Athens, Ampelokipoi-Panormou, Apartment For Rent, 120 sq.m., Property Status: Amazing, Floor: 3rd ...                        ",5.833333333
3484,500,2110426813,35,1,Kolonaki - Lykavittos (Athens - Center)," 17/12/2020 - KOLONAKI, Studio, 35 sq.m, year built 1970, renovated in 2020, 1 rooms, 1st,  Various Characteris ...                        ",14.28571429
3485,470,2110408367,56,1,Koukaki - Pediki Chara (Koukaki - Makrygianni), 5/11/2020 -  ,8.392857143
3486,600,2110367148,70,2,Leof. Liosion (Athens), 24/12/2020 -  ,8.571428571
3487,1100,2110270135,92,2,Plaka (Athens)," 23/12/2020 - On the second floor of a building, this renovated 92 sqm apartment consists of a large living-din ...                        ",11.95652174
3488,1850,2110110070,147,3,Kipriadou - Ano Patisia (Athens)," 17/12/2020 - For Rent Apartment, Athens, Ano Patisia-Kipriadou, 147 sq.m., 10th Floor, 3 Bedrooms, 2 Bathrooms ...                        ",12.58503401
3489,1200,219985821,120,2,Sintagma (Athens)," 16/12/2020 - Athens, Syntagma, Apartment For Rent, 120 sq.m., Property Status: Very Good, Floor: 3rd, 1 Level( ...                        ",10
3490,500,219952932,72,1,Ano Kipseli - Evelpidon (Athens)," 10/9/2020 - Athens, Kypseli-Ano Kypseli - Evelpidon, Apartment For Rent, 72 sq.m., Floor: 1rst, 1 Bedrooms 1  ...                        ",6.944444444
3491,1000,219888253,105,2,Historic Center (Athens), 9/7/2020 - ATHENS- HISTORICAL CENTER HAGHIA IRINI. At the heart of this very popular neighborhood of central ...                        ,9.523809524
3492,600,219641719,55,1,Thiseio (Athens)," 26/10/2020 - Athens, Thiseio, Apartment For Rent, 55 sq.m., Property Status: Amazing, Floor: 3rd, 1 Bedrooms H ...                        ",10.90909091
3493,950,219568495,85,2,Kolonaki (Kolonaki - Lykavittos)," 17/11/2020 - Elegantly furnished apartment of 85 sqm, 2nd floor, built in the 90s, renovated, in the center of ...                        ",11.17647059
3494,850,219568341,65,1,Kolonaki (Kolonaki - Lykavittos)," 17/11/2020 - Elegantly furnished apartment of 65 sqm, 1st floor, built in the 90s, renovated, in the center of ...                        ",13.07692308
3495,440,219223199,69,1,Platia Kipselis (Athens),  ,6.376811594
3496,4500,217435629,185,3,Kolonaki (Kolonaki - Lykavittos), 24/12/2020 -  ,24.32432432
3497,1200,2110572989,170,3,Kentro (Athens)," 23/12/2020 - Athens, Floor Apartment For Rent, 170 sq.m., Property Status: Amazing, Floor: 2nd, 3 Bedrooms 1 K ...                        ",7.058823529
3498,1100,2110538341,49,2,Koukaki - Makrygianni (Athens - Center)," 11/12/2020 - KOUKAKI-MAKRUGIANNI, Apartment, 49 sq.m, year built 1975, renovated in 2020, 2 rooms, 1st,  Vario ...                        ",22.44897959
3499,600,2110471385,125,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 16/12/2020 - Athens, Koukaki, Apartment For Rent, 125 sq.m., Property Status: Good, Floor: 3rd, 2 Bedrooms 1 K ...                        ",4.8
3500,490,2110394076,50,1,Gkyzi - Arios Pagos (Athens)," 2/12/2020 - At Gizi, flat for rent 50 sq.m., furnished and renovated on the 4th floor. it consists of 1 b/r,  ...                        ",9.8
3501,1600,2110292058,165,3,Kolonaki - Lykavittos (Athens - Center), 20/12/2020 - Beautiful luxurious apartment on the fifth floor of a six floor building in the heart of Kolonaki ...                        ,9.696969697
3502,590,2110170806,120,3,Neos Kosmos (Athens)," 23/12/2020 - Bedrooms (3),Floor (5th),Construction Status (Very Good),Year Built (1980),Living Room,Hall,Kitch ...                        ",4.916666667
3503,850,2110577756,122,2,Kentro (Athens)," 23/12/2020 - Athens, Amerikaniki Presveia, Apartment For Rent, 123 sq.m., Floor: 1rst, 2 Bedrooms 1 Kitchen(s) ...                        ",6.967213115
3504,1400,2110529531,123,2,Likavittos (Kolonaki - Lykavittos)," 23/12/2020 - For Rent Apartment, Athens, Lycabitos, 123 sq.m., 1 Levels, Ground floor Floor, 2 Bedrooms, (2 Ma ...                        ",11.38211382
3505,850,2110509370,128,2,Neapoli Exarcheion (Athens)," 22/12/2020 - Bedrooms (2),Levels (1),Floor (4th),Construction Status (Good),Living Room,Kitchen,Bathrooms (1), ...                        ",6.640625
3506,350,2110495415,40,1,Kato Patisia (Athens)," 7/12/2020 - K.PATISIA, Apartment, 40 sq.m, year built 2006, renovated in 2010, 1 rooms, 2nd,  Various Charact ...                        ",8.75
3507,1000,2110479195,81,1,Hilton (Athens), 22/12/2020 -  ,12.34567901
3508,800,2110475254,165,4,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 23/11/2020 - Athens, Plateia Viktorias, Floor Apartment For Rent, 165 sq.m., Floor: 4th, 4 Bedrooms Building Y ...                        ",4.848484848
3509,2000,2110443798,140,3,Kolonaki (Kolonaki - Lykavittos)," 16/11/2020 - For Rent Froor apartment, Athens, Kolonaki, 140 sq.m., 1 Levels, 2nd Floor, 3 Bedrooms, 1 Bathroo ...                        ",14.28571429
3510,740,2110440237,93,1,Monastiraki (Athens)," 23/12/2020 - Engel and Völkers offer a stunning industrial space, a single-unit space that is a rare penthouse ...                        ",7.956989247
3511,1900,2110412138,128,3,Pagkrati (Athens), 5/11/2020 -  ,14.84375
3512,1800,2110152020,105,0,Monastiraki (Athens)," 8/9/2020 - A, N/A 105 sq.m., furnished, 6th floor, penthouse, luxurious, for investment, at residential area ...                        ",17.14285714
3513,400,2110050303,42,1,Mouseio (Athens), 10/12/2020 -  ,9.523809524
3514,460,2110035636,35,1,Ampelokipoi (Athens), 24/12/2020 -  ,13.14285714
3515,1500,2110016695,115,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 22/10/2020 - Koukaki: Drakou str. In a 3 level building, (ground, 1st and 2nd floor) in a very good location,  ...                        ",13.04347826
3516,750,219933815,87,3,Neapoli Exarcheion (Athens), 19/11/2020 -  ,8.620689655
3517,700,219893210,100,2,Ampelokipoi (Athens)," 8/7/2020 - Athens, Ampelokipoi, Apartment For Rent, 100 sq.m., Floor: 5th, 2 Bedrooms 1 Bathroom(s), 1 WC, H ...                        ",7
3518,1800,218901874,180,3,Plaka (Athens), 20/12/2020 -  ,10
3519,450,2110574019,58,1,Pagkrati Center (Athens)," 22/12/2020 - Athens, Pagrati-Center, Apartment For Rent, 58 sq.m., Property Status: Amazing,  Painted, Renovat ...                        ",7.75862069
3520,700,2110532799,67,3,Stathmos Larisis (Kolonos - Kolokynthous)," 22/12/2020 - Furnished (Fully),Bedrooms (3),Construction Status (Very Good),Year Built (1975),Renovation Year  ...                        ",10.44776119
3521,450,2110529456,55,1,Koukaki - Makrygianni (Athens - Center)," 22/12/2020 - Bedrooms (1),Floor (3rd),Year Built (1973),Renovation Year (2015),Living Room,Hall,Kitchen,Bathro ...                        ",8.181818182
3522,600,2110529380,90,2,Plateia Koliatsou (Athens)," 23/12/2020 - close to a metro station, luxurious renovations far above average, central heating, double glazed ...                        ",6.666666667
3523,860,2110397154,112,3,Akropoli (Athens)," 17/11/2020 - Athens, Acropolis, Apartment For Rent, 112 sq.m., Floor: 1rst, 3 Bedrooms 1 Bathroom(s), 1 WC, He ...                        ",7.678571429
3524,530,2110355050,65,1,Ampelokipoi - Pentagon (Athens)," 14/11/2020 - Athens, Ampelokipoi, Apartment For Rent, 65 sq.m., Property Status: Refurbished,  Painted, Rebuil ...                        ",8.153846154
3525,1500,2110310348,55,1,Kolonaki (Kolonaki - Lykavittos)," 12/10/2020 - KOLONAKI, apartment 55sqm 7th floor, corner, frontage. Near the square fully renovated and furnis ...                        ",27.27272727
3526,1800,2110017224,106,2,Kolonaki (Kolonaki - Lykavittos)," 7/12/2020 - Athens, Kolonaki, Apartment For Rent, 106 sq.m., Property Status: Very Good, Floor: 5th, 1 Level( ...                        ",16.98113208
3527,650,2110548457,72,2,Kallimarmaro (Athens), 15/12/2020 -  ,9.027777778
3528,490,2110510993,60,1,Plateia Amerikis (Athens)," 24/12/2020 - Furnished (Fully),Bedrooms (1),Floor (Semi-Basement),Construction Status (Excellent),Living Room, ...                        ",8.166666667
3529,1200,219975589,290,4,Kentro (Athens)," 23/7/2020 - For Rent Detached house, Athens  290sq.m ,1rst ,   3 level/s ,4 Bedroom/s ,2 bath/s , 1 WC , 1 pa ...                        ",4.137931034
3530,500,217575924,55,1,Kolonaki (Kolonaki - Lykavittos)," 22/12/2020 - For Rent Apartment, Athens, Kolonaki, 55 sq.m., Ground floor Floor, 2 Rooms, 1 Bedrooms, 1 Bathro ...                        ",9.090909091
3531,400,2110555537,35,1,Omonoia (Athens)," 22/12/2020 - For Rent Apartment, Athens, Omonoia, 35 sq.m., 7th Floor, 2 Rooms, 1 Bedrooms, 1 Bathrooms, 1 Κit ...                        ",11.42857143
3532,500,2110513643,107,3,Tourkovounia (Athens)," 21/12/2020 - KYPSELI Ano, apartment 107 sq.m., 3rd, corner, frontage, 3 bedrooms, built in '72, bathroom, wc,  ...                        ",4.672897196
3533,600,2110481920,70,2,Neapoli Exarcheion (Athens)," 18/12/2020 - Athens, Exarcheia-Νeapolis, Apartment For Rent, 70 sq.m., Property Status: Amazing, Floor: 3rd, 2 ...                        ",8.571428571
3534,390,2110459220,44,1,Kipriadou - Ano Patisia (Athens), 22/12/2020 -  ,8.863636364
3535,730,2110404662,83,3,Akropoli (Athens)," 4/11/2020 - Athens, Acropolis, Apartment For Rent, 83 sq.m., Floor: 4th, 3 Bedrooms 1 Bathroom(s), Heating: C ...                        ",8.795180723
3536,550,2110400453,35,1,Kolonaki (Kolonaki - Lykavittos)," 24/12/2020 - Kolonaki - Lycabettus Studio for rent 35sq.m. 1st floor built in 1975 Renovated, consists of 1 li ...                        ",15.71428571
3537,700,2110204989,70,1,Plaka (Athens)," 23/12/2020 - Athens, Plaka, Floor Apartment For Rent, 70 sq.m., Property Status: Very Good, Floor: 1rst, 1 Bed ...                        ",10
3538,1400,2110184975,100,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 5/11/2020 - For Rent Apartment, Athens, Koukaki, 100 sq.m., 2 Bedrooms, 2 Bathrooms, 1 Κitchen/s, 1 Living Ro ...                        ",14
3539,1000,2110127394,75,2,Makrigianni (Koukaki - Makrygianni)," 4/11/2020 - At Makrygianni, close to the Museum of Acropolis, a renovated apartment 75 sq.m. fully furnished  ...                        ",13.33333333
3540,740,219953440,110,2,Kentro (Athens)," 17/7/2020 - Chalandri, penthouse110sqm, 5th floor, 2 bedrooms, 1998, renovation 2019, corner, huge balcony wi ...                        ",6.727272727
3541,1650,217502158,112,3,Kolonaki (Kolonaki - Lykavittos)," ID. 2782 Athens, Kolonaki || For Rent || 112sq.m, 1 levels, 3th floor, Complete furnishing modern ...                        ",14.73214286
3542,750,219794150,55,0,Sintagma (Athens)," 26/11/2020 - Athens, Syntagma, Studio For Rent, 55 sq.m., Property Status: Good, Floor: 5th, 1 Bathroom(s), He ...                        ",13.63636364
3543,630,219542150,80,2,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 3/6/2020 - Property Code: 87-69 -  FOR RENT newly built 2 Bedrooms, Undefined Apartment of total surface 80  ...                        ",7.875
3544,1100,219469958,139,3,Politechneio (Athens), 15/2/2020 -  ,7.913669065
3545,1500,218258057,37,1,Sintagma (Athens)," 25/12/2020 - Kolonaki Anaktora, a luxurious apartment for rent, 37 sqm, 3rd floor. Renovated in 2017. It has c ...                        ",40.54054054
3546,580,2110570264,96,3,Pagkrati Center (Athens)," 21/12/2020 - Athens, Pagrati-Center, Floor Apartment For Rent, 96 sq.m., Property Status: Refurbished,  Painte ...                        ",6.041666667
3547,1050,2110440294,132,0,Monastiraki (Athens)," 23/12/2020 - Engel and Völkers offer a striking industrial space, a single-unit space that is a unique penthou ...                        ",7.954545455
3548,7000,2110185627,480,0,Exarchia - Neapoli (Athens)," 24/12/2020 - Exarchia - Museum, For Rent Preserved -, Neoclassical Detached House 480sq.m. Built in 1900. It i ...                        ",14.58333333
3549,380,2110171303,55,1,Kato Patisia (Athens), 24/12/2020 - Patision Avenue - Acharnon Avenue for rent in a family building Ground floor Apartment 55sq.m. bu ...                        ,6.909090909
3550,1200,219400782,58,1,Palia Vouli (Athens), 6/8/2020 -  ,20.68965517
3551,500,2110561645,105,2,Pedion Areos (Athens)," 22/12/2020 - Athens, Pedion Areos, Apartment For Rent, 105 sq.m., Property Status: Refurbished, Floor: 2nd, 2  ...                        ",4.761904762
3552,700,2110280048,96,2,Pagkrati Center (Athens)," 23/12/2020 - Athens, Pagrati-Center, Apartment For Rent, 96 sq.m., Property Status: Very Good, Floor: 1rst, 2  ...                        ",7.291666667
3553,900,2110431173,45,1,Kolonaki (Kolonaki - Lykavittos)," 10/11/2020 - ΚOLONAKI - A PERFECT NEST IN A POSH LOCATION. A stone`s throw away from buzzing Kolonaki square,  ...                        ",20
3554,800,2110351290,95,2,Kato Petralona (Athens), 21/10/2020 -  ,8.421052632
3555,750,2110274188,113,2,Politechneio (Athens)," 17/12/2020 - For Rent Apartment, Athens, 113 sq.m., 4th Floor, 2 Bedrooms, 1 Bathrooms, 1 WC, 1 Κitchen/s,  Bu ...                        ",6.637168142
3556,650,2110131297,70,2,Petralona (Athens)," 3/9/2020 - A, Apartment 70 sq.m., painted, 1 level, 1st floor, at residential area, year of construction 197 ...                        ",9.285714286
3557,500,2110105845,50,1,Mouseio (Athens)," 25/12/2020 - ARCHAEOLOGICAL MUSEUM. Beautiful apartment of 50 sqm for rent, on the 4th floor, with 1 bedroom,  ...                        ",10
3558,1400,2110024536,115,3,Koukaki - Makrygianni (Athens - Center)," 23/12/2020 - Unique apartment, frontage, bright, 2nd floor. Large living room, 3 bedrooms, semi-autonomous kit ...                        ",12.17391304
3559,620,219738485,70,2,Pagkrati Center (Athens)," 29/9/2020 - Property Code: 87-81 -  FOR RENT renovated 2 Bedrooms, Undefined Apartment of total surface 70 sq ...                        ",8.857142857
3560,550,219542469,50,1,Ano Petralona (Athens)," 9/6/2020 - For Rent Apartment, Athens, Ano Petralona, 50 sq.m., Ground floor Floor, 1 Bedrooms, 1 Bathrooms, ...                        ",11
3561,1250,219412053,75,2,Sintagma (Athens)," 26/2/2020 - For Rent Apartment, Athens, Syntagma, 75 sq.m., 4th Floor, 2 Bedrooms, 1 Bathrooms, 1 Κitchen/s,  ...                        ",16.66666667
3562,1150,217364237,130,3,Mets - Kalimarmaro (Athens), 24/11/2020 - The above price is valid only in the event of prepayment. Multiple payment options also available ...                        ,8.846153846
3563,900,2110500488,72,2,Pagkrati (Athens)," 23/12/2020 - A sunny Apartment,72 sq. m furnished with quality items recently renovated , it consists of a Liv ...                        ",12.5
3564,1600,2110476149,107,2,Kolonaki (Kolonaki - Lykavittos)," 21/12/2020 - A beautiful furnished penthouse in Kolonaki, very close to the Square and the Metro, which was re ...                        ",14.95327103
3565,800,2110454785,135,3,Ag. Meletiou - Viktorias Sq. - Marni (Athens)," 7/12/2020 - PLATIA ATTIKIS, Apartment, 135 sq.m, year built 1985, renovated in 2019, 3 rooms, 4th,  Various C ...                        ",5.925925926
3566,450,2110302018,54,1,Agios Panteleimonas (Athens)," 9/10/2020 - For Rent Apartment, Athens, Agios Pantelehimon, 54 sq.m., 3rd Floor, 1 Bedrooms, 1 Bathrooms, 1 Κ ...                        ",8.333333333
3567,1300,219487080,120,2,Kolonaki (Kolonaki - Lykavittos), 11/11/2020 -  ,10.83333333
3568,2200,218869721,96,2,Kolonaki - Lykavittos (Athens - Center)," 8/4/2020 - An amazing whole- floor apartment of 96 m2, with a huge veranda and a breathtaking panoramic view ...                        ",22.91666667
3569,2000,2110388633,122,3,Kolonaki (Kolonaki - Lykavittos), 24/12/2020 -  ,16.39344262
3570,3000,2110150421,200,3,Kolonaki (Kolonaki - Lykavittos)," 21/12/2020 - SPACIOUS 3 BEDROOM APARTMENT A STEP AWAY FROM KOLONAKI SQUARE WITH 3 BATHROOMS,WC IN A HIGH END B ...                        ",15
3571,1000,2110024556,150,2,Ampelokipoi (Athens)," 9/11/2020 - Centrally located in the Ambelokipi district, completely renovated and furnished 5th floor apartm ...                        ",6.666666667
3572,340,219786681,47,1,Kipseli (Athens)," 14/11/2020 - Athens, Kypseli, Apartment For Rent, 47 sq.m., Property Status: Refurbished,  Painted, Rebuilt Ye ...                        ",7.234042553
3573,1500,219753136,90,2,Ampelokipoi (Athens)," 28/5/2020 - For Sale Apartment, Athens ,Ampelokipoi 90sq.m ,2nd ,   2 Bedroom/s ,2 bath/s , 1970 built year , ...                        ",16.66666667
3574,550,2110519046,80,2,Pagkrati (Athens)," 13/12/2020 - In an excellent location in Pagrati near Rizari street, and the Evangelismos Metro station, an ap ...                        ",6.875
3575,850,2110447643,98,3,Profitis Ilias (Athens), 14/12/2020 - Beautiful apartment in an excellent location in the area of Profitis Ilias (Pagrati) amongst shop ...                        ,8.673469388
3576,1000,2110206417,110,2,Koukaki - Makrygianni (Athens - Center), 23/12/2020 - Marvelous 4th floor unfurnished apartment is located in the heart of Koukaki. Surface living area ...                        ,9.090909091
3577,750,218972289,105,2,Pagkrati (Athens)," 15/12/2020 - Athens, Pagrati, Apartment For Rent, 105 sq.m., Property Status: Amazing, Floor: 1rst, 2 Bedrooms ...                        ",7.142857143
3578,980,217925809,90,2,Pagkrati Center (Athens)," 13/12/2020 - This cozy and comfortable apartment is located in the hipster area of Pagrati, on the 2nd floor o ...                        ",10.88888889
3579,430,214033031,46,1,Poligono (Athens)," 14/10/2020 - , , , , , , , , ,                        ",9.347826087
3580,390,2110517841,62,1,Neapoli Exarcheion (Athens)," 5/12/2020 - Apartment for rent in Neapoli Exarcheion, Exarchia - Neapoli of Athens - Center for 390€ (Listing ...                        ",6.290322581
3581,440,2110493471,52,1,Pagkrati Center (Athens)," 19/12/2020 - PAGRATI, CENTER: FOR RENT bright 1-bedroom apartment 52 sq.m. 1st floor. It consists of 1 bedroom ...                        ",8.461538462
3582,430,2110418546,72,2,Ano Petralona (Athens)," 17/12/2020 - PETRALONA, Apartment, 72 sq.m, year built 1978, 2 rooms, Ground Floor,  Various Characteristics:  ...                        ",5.972222222
3583,500,2110408768,55,1,Kallimarmaro (Athens)," 4/11/2020 - Athens, Kallimarmaro, Renovated  Apartment, 55sq.m, condition: Good, 1rst floor,  year of constru ...                        ",9.090909091
3584,430,2110321326,78,2,Poligono (Athens)," 14/10/2020 - A, Apartment 78 sq.m., painted, 1 level, elevated ground floor floor, at residential area, year o ...                        ",5.512820513
3585,550,2110278016,40,1,Kallimarmaro (Athens), 3/10/2020 - Perfect location on quiet street across from National garden and next to kallimarmaro stadium. Co ...                        ,13.75
3586,1800,219478466,55,1,Kolonaki - Lykavittos (Athens - Center), 22/12/2020 - Apartment for rent in Kolonaki - Likavitos of Athens - Center for 1.800€ (Listing No 1769). Anoth ...                        ,32.72727273
3587,1000,219360443,100,1,Kolonaki (Kolonaki - Lykavittos)," 24/12/2020 - Athens, Kolonaki, Floor Apartment For Rent, 100 sq.m., Property Status: Good, Floor: 6th, 1 Bedro ...                        ",10
3588,380,2110566979,40,1,Center (Athens)," 19/12/2020 - Athens, Neos Kosmo-Center, Apartment For Rent, 40 sq.m., Property Status: Amazing,  Painted, Reno ...                        ",9.5
3589,750,2110524710,72,2,Pagkrati (Athens)," 22/12/2020 - Pangrati - Apartment 72sqm furnished fully, bedrooms 2, master bedrooms 1, 2nd, construction stat ...                        ",10.41666667
3590,650,2110494388,75,1,Likavittos (Kolonaki - Lykavittos)," 14/12/2020 - For Rent Apartment, Athens, Lycabitos, 75 sq.m., 3rd Floor, 1 Bedrooms, 1 Bathrooms,  Dours: Alum ...                        ",8.666666667
3591,800,2110430585,60,2,Kentro (Athens)," 16/11/2020 - Athens, Apartment For Rent, 60 sq.m., Property Status: Refurbished, Floor: 2nd, 2 Bedrooms 1 Kitc ...                        ",13.33333333
3592,500,2110172580,47,1,Exarcheia (Athens)," 22/12/2020 - Property Code: 2-830 -  FOR RENT  1 Bedroom,  Apartment of total surface 47 sq.m, on the 1 st flo ...                        ",10.63829787
3593,430,219986712,46,1,Neapoli Exarcheion (Athens)," 22/12/2020 - Bedrooms (1),Floor (3rd),Construction Status (Very Good),Year Built (2006),Energy Class (Α),Livin ...                        ",9.347826087
3594,1000,219687545,65,2,Akadimia (Athens)," 1/12/2020 - Near the hotel Titania, apartment of refined aesthetics, 65sqm, 2nd floor, radically renovated wi ...                        ",15.38461538
3595,680,219570123,60,2,Agios Artemios (Athens)," 13/3/2020 - Athens, Pagrati-Agios Artemios, Apartment For Rent, 60 sq.m., Property Status: Very Good, Floor:  ...                        ",11.33333333
3596,800,2110538137,65,1,Akropoli (Athens)," 11/12/2020 - AKROPOLI, Apartment, 65 sq.m, year built 1975, renovated in 2020, 1 rooms, 1st,  Various Characte ...                        ",12.30769231
3597,1200,2110538099,95,1,Mets (Athens)," 11/12/2020 - STADIO, Studio, 95 sq.m, year built 1975, renovated in 2020, 1 rooms, 5th,  Various Characteristi ...                        ",12.63157895
